start-time,duration,end-time,type-of-collision
47.565,0.56000000000000005,48.125,Agent-Human
57.855,1.1200000000000001,58.975,Agent-Human
63.595,1.1200000000000001,64.715,Agent-Human
120.505,1.1200000000000001,121.625,Agent-Human
126.175,1.1899999999999999,127.365,Agent-Human
183.085,1.1200000000000001,184.205,Agent-Human
188.755,1.1899999999999999,189.945,Agent-Human
245.665,1.1200000000000001,246.785,Agent-Human
251.335,1.1899999999999999,252.525,Agent-Human
308.665,1.1899999999999999,309.855,Agent-Human
314.825,1.1200000000000001,315.945,Agent-Human
