Time, Coverage (m3), Coverage (%), Free space, Occupied Space, Unmapped Space
2.9, 52.312, 0.232498, 38.536, 13.776, 22447.7
4.84, 72.32, 0.321422, 52.392, 19.928, 22427.7
6.84, 97.024, 0.431218, 70.152, 26.872, 22403
10.87, 140.32, 0.623644, 101.744, 38.576, 22359.7
11.84, 199.608, 0.887147, 149.376, 50.232, 22300.4
13.84, 254.056, 1.12914, 191.392, 62.664, 22245.9
17.87, 306.856, 1.3638, 235.408, 71.448, 22193.1
18.84, 341.112, 1.51605, 264.8, 76.312, 22158.9
20.84, 378.432, 1.68192, 294.6, 83.832, 22121.6
24.87, 408.768, 1.81675, 323.472, 85.296, 22091.2
24.87, 450.936, 2.00416, 357.84, 93.096, 22049.1
27.84, 510.944, 2.27086, 406.304, 104.64, 21989.1
31.87, 553.432, 2.4597, 437.808, 115.624, 21946.6
31.87, 586.208, 2.60537, 465.952, 120.256, 21913.8
34.84, 653.488, 2.90439, 524.056, 129.432, 21846.5
38.87, 697.744, 3.10108, 562.328, 135.416, 21802.3
38.87, 724.096, 3.2182, 584.208, 139.888, 21775.9
42.87, 742.984, 3.30215, 601.904, 141.08, 21757
42.87, 774.168, 3.44075, 627.784, 146.384, 21725.8
44.84, 821.056, 3.64914, 669.296, 151.76, 21678.9
44.84, 845.432, 3.75748, 689.128, 156.304, 21654.6
49.87, 861.912, 3.83072, 702.744, 159.168, 21638.1
49.87, 908.048, 4.03577, 740.808, 167.24, 21592
51.84, 941.584, 4.18482, 767.4, 174.184, 21558.4
53.84, 986.464, 4.38428, 803.456, 183.008, 21513.5
55.84, 1019.32, 4.53031, 830.16, 189.16, 21480.7
58.87, 1045.17, 4.64519, 852.392, 192.776, 21454.8
58.87, 1064.43, 4.73081, 869.16, 195.272, 21435.6
60.84, 1081.91, 4.8085, 882.504, 199.408, 21418.1
60.84, 1101.16, 4.89404, 899.528, 201.632, 21398.8
65.87, 1125.38, 5.00171, 919.264, 206.12, 21374.6
67.87, 1167.06, 5.18692, 954.848, 212.208, 21332.9
67.87, 1202.41, 5.34404, 982.736, 219.672, 21297.6
69.84, 1242.94, 5.5242, 1014.71, 228.232, 21257.1
72.87, 1298.28, 5.77013, 1061.06, 237.224, 21201.7
74.87, 1352.24, 6.00996, 1105.35, 246.888, 21147.8
76.87, 1437.65, 6.38955, 1172.9, 264.752, 21062.4
76.87, 1514, 6.72889, 1237.19, 276.808, 20986
78.84, 1572.44, 6.98862, 1286.84, 285.6, 20927.6
80.84, 1615.34, 7.17927, 1321.31, 294.024, 20884.7
83.87, 1652.36, 7.34382, 1351.42, 300.944, 20847.6
83.87, 1703.34, 7.57038, 1391.53, 311.808, 20796.7
85.84, 1750.03, 7.77792, 1430.18, 319.848, 20750
88.87, 1803.9, 8.01732, 1479.71, 324.184, 20696.1
88.87, 1839.7, 8.17646, 1511.25, 328.456, 20660.3
88.87, 1902.24, 8.4544, 1566.83, 335.408, 20597.8
92.84, 1951.6, 8.67378, 1605.68, 345.92, 20548.4
95.87, 1999.63, 8.88725, 1650.74, 348.896, 20500.4
97.87, 2053.59, 9.12708, 1699.84, 353.752, 20446.4
99.87, 2100.92, 9.33742, 1738.08, 362.84, 20399.1
99.87, 2144.74, 9.5322, 1769.27, 375.472, 20355.3
101.84, 2182.03, 9.69792, 1799.55, 382.48, 20318
104.87, 2209.83, 9.82148, 1821.73, 388.104, 20290.2
106.87, 2235.32, 9.93476, 1843.18, 392.136, 20264.7
106.87, 2274.22, 10.1076, 1873.05, 401.168, 20225.8
108.84, 2349.64, 10.4428, 1941.46, 408.176, 20150.4
111.87, 2383.89, 10.5951, 1973.47, 410.416, 20116.1
113.87, 2415.79, 10.7369, 2000.78, 415.008, 20084.2
113.87, 2442.29, 10.8546, 2022.98, 419.312, 20057.7
114.9, 2495.7, 11.092, 2069.78, 425.92, 20004.3
117.84, 2544.42, 11.3086, 2110.37, 434.056, 19955.6
120.87, 2595.64, 11.5362, 2151.02, 444.616, 19904.4
122.87, 2651.61, 11.7849, 2201.19, 450.416, 19848.4
122.87, 2727.52, 12.1223, 2259.9, 467.616, 19772.5
124.84, 2755.29, 12.2457, 2280.44, 474.848, 19744.7
127.87, 2774.93, 12.333, 2299.28, 475.648, 19725.1
129.87, 2798.9, 12.4396, 2319.06, 479.848, 19701.1
129.87, 2820.57, 12.5359, 2335.55, 485.016, 19679.4
131.84, 2867.61, 12.7449, 2376.84, 490.768, 19632.4
133.84, 2914.4, 12.9529, 2414.9, 499.504, 19585.6
133.84, 2959.58, 13.1537, 2453.84, 505.736, 19540.4
137.84, 2981.01, 13.2489, 2473.47, 507.536, 19519
140.87, 3031.3, 13.4724, 2513.72, 517.576, 19468.7
142.87, 3075.3, 13.668, 2549.78, 525.52, 19424.7
142.87, 3097.23, 13.7655, 2569.18, 528.056, 19402.8
144.84, 3137.42, 13.9441, 2602.06, 535.352, 19362.6
147.87, 3147.54, 13.9891, 2611.59, 535.952, 19352.5
147.87, 3188.41, 14.1707, 2648.75, 539.656, 19311.6
149.84, 3213.78, 14.2834, 2672.78, 540.992, 19286.2
151.84, 3258.94, 14.4842, 2708.08, 550.864, 19241.1
153.84, 3317.65, 14.7451, 2750.71, 566.936, 19182.4
156.87, 3347.9, 14.8795, 2775.71, 572.184, 19152.1
156.87, 3388.37, 15.0594, 2811.8, 576.568, 19111.6
158.84, 3433.98, 15.2622, 2848.42, 585.56, 19066
160.84, 3463.94, 15.3953, 2870.79, 593.144, 19036.1
163.87, 3481.46, 15.4731, 2885.59, 595.864, 19018.5
163.87, 3515.08, 15.6226, 2912.22, 602.864, 18984.9
165.84, 3542.72, 15.7454, 2934.18, 608.536, 18957.3
167.84, 3569.94, 15.8664, 2958.92, 611.016, 18930.1
170.87, 3608.37, 16.0372, 2996.15, 612.216, 18891.6
170.87, 3645.3, 16.2013, 3028.16, 617.136, 18854.7
172.84, 3689.74, 16.3989, 3066.23, 623.512, 18810.3
175.87, 3716.99, 16.52, 3088.67, 628.32, 18783
177.87, 3752.38, 16.6772, 3120.9, 631.48, 18747.6
177.87, 3781.34, 16.8059, 3145.74, 635.592, 18718.7
179.84, 3822.77, 16.9901, 3181.7, 641.072, 18677.2
182.87, 3879.31, 17.2414, 3227.56, 651.752, 18620.7
184.87, 3880.03, 17.2446, 3228.31, 651.72, 18620
186.87, 3947.1, 17.5426, 3282.34, 664.752, 18552.9
188.87, 3981.27, 17.6945, 3314.08, 667.192, 18518.7
188.87, 4010.78, 17.8257, 3339.16, 671.616, 18489.2
190.84, 4043.31, 17.9703, 3367, 676.312, 18456.7
190.84, 4056.01, 18.0267, 3379.39, 676.616, 18444
195.87, 4080.77, 18.1367, 3397.81, 682.96, 18419.2
197.87, 4103.98, 18.2399, 3415.27, 688.704, 18396
199.87, 4134, 18.3733, 3446.01, 687.992, 18366
199.87, 4158.81, 18.4836, 3471.98, 686.832, 18341.2
201.84, 4172.17, 18.543, 3483.3, 688.872, 18327.8
204.87, 4194.41, 18.6418, 3506.42, 687.984, 18305.6
206.87, 4213.42, 18.7263, 3524.74, 688.68, 18286.6
206.87, 4225.14, 18.7784, 3534.38, 690.768, 18274.9
208.84, 4235.43, 18.8241, 3543.3, 692.136, 18264.6
208.84, 4247.5, 18.8778, 3553.7, 693.792, 18252.5
213.87, 4282.4, 19.0329, 3583.62, 698.784, 18217.6
