Time, Coverage (m3), Coverage (%), Free space, Occupied Space, Unmapped Space
4.88, 221.864, 0.986062, 154.672, 67.192, 22278.1
13.88, 259.416, 1.15296, 183.84, 75.576, 22240.6
13.88, 299.864, 1.33273, 214.56, 85.304, 22200.1
17.88, 335.656, 1.4918, 241.96, 93.696, 22164.3
19.88, 362.944, 1.61308, 260.928, 102.016, 22137.1
19.88, 406.792, 1.80796, 295.712, 111.08, 22093.2
19.89, 448, 1.99111, 324.4, 123.6, 22052
26.88, 493.576, 2.19367, 357.736, 135.84, 22006.4
26.88, 532.984, 2.36882, 386.016, 146.968, 21967
26.88, 574.472, 2.55321, 415.776, 158.696, 21925.5
26.88, 600.04, 2.66684, 436.176, 163.864, 21900
35.88, 636.664, 2.82962, 464.24, 172.424, 21863.3
37.88, 662.688, 2.94528, 484.728, 177.96, 21837.3
37.88, 706.24, 3.13884, 515.416, 190.824, 21793.8
37.88, 732.784, 3.25682, 535.816, 196.968, 21767.2
44.88, 769.08, 3.41813, 563.752, 205.328, 21730.9
44.88, 800.968, 3.55986, 589.568, 211.4, 21699
44.88, 818.24, 3.63662, 606.096, 212.144, 21681.8
51.88, 841.488, 3.73995, 625.736, 215.752, 21658.5
51.88, 867.392, 3.85508, 642.528, 224.864, 21632.6
51.88, 901.008, 4.00448, 670.432, 230.576, 21599
58.88, 925.696, 4.1142, 689.992, 235.704, 21574.3
58.88, 964.416, 4.28629, 719.648, 244.768, 21535.6
58.88, 1019.5, 4.53109, 762.512, 256.984, 21480.5
63.86, 1066.62, 4.74055, 797.384, 269.24, 21433.4
63.86, 1099.46, 4.88647, 821.968, 277.488, 21400.5
68.86, 1133.94, 5.03972, 847.808, 286.128, 21366.1
73.88, 1168.57, 5.19364, 876.024, 292.544, 21331.4
73.88, 1184.87, 5.2661, 887.832, 297.04, 21315.1
76.86, 1217.64, 5.41173, 910.936, 306.704, 21282.4
81.88, 1238.03, 5.50236, 925.704, 312.328, 21262
81.88, 1270.11, 5.64494, 950.152, 319.96, 21229.9
84.86, 1310.16, 5.82293, 981.048, 329.112, 21189.8
84.86, 1348.34, 5.99264, 1007.03, 341.312, 21151.7
84.86, 1390.82, 6.18144, 1036.07, 354.752, 21109.2
92.86, 1430.44, 6.35751, 1067.29, 363.152, 21069.6
97.88, 1460.73, 6.49212, 1090.22, 370.504, 21039.3
97.88, 1489.85, 6.62155, 1110.07, 379.776, 21010.2
98.89, 1532.66, 6.8118, 1146.07, 386.584, 20967.3
101.89, 1567.94, 6.9686, 1178.53, 389.408, 20932.1
104.89, 1584.55, 7.04245, 1191.93, 392.624, 20915.4
112.88, 1595.58, 7.09148, 1200.77, 394.816, 20904.4
115.88, 1615.23, 7.17881, 1220.66, 394.576, 20884.8
118.88, 1631.46, 7.25092, 1233.91, 397.544, 20868.5
121.88, 1649.5, 7.33109, 1252.3, 397.2, 20850.5
121.88, 1659.42, 7.37522, 1261.33, 398.096, 20840.6
121.88, 1666.18, 7.40526, 1266.47, 399.712, 20833.8
131.88, 1681.81, 7.4747, 1280.53, 401.28, 20818.2
132.86, 1693.29, 7.52572, 1290.74, 402.544, 20806.7
132.86, 1717.48, 7.63324, 1309.81, 407.672, 20782.5
