Iteration, Path length, Time, Planning, Flying
1, 0.0214726, 0.273, 0.249, 0.022
2, 0.405554, 1.273, 0.249, 1.022
3, 0.746253, 2.272, 0.249, 2.021
4, 1.05889, 3.273, 0.27, 2.999
5, 1.53557, 4.273, 0.37, 3.899
6, 2.07779, 5.273, 0.37, 4.899
7, 2.76921, 6.273, 0.37, 5.901
8, 3.02163, 7.272, 0.49, 6.78
9, 3.05924, 8.273, 1.367, 6.902
10, 3.69456, 9.273, 1.406, 7.865
11, 5.14378, 10.272, 1.426, 8.844
12, 5.80555, 11.272, 1.426, 9.844
13, 6.63411, 12.272, 1.426, 10.844
14, 7.61494, 13.272, 1.426, 11.844
15, 8.1426, 14.274, 1.426, 12.843
16, 9.40696, 15.272, 1.426, 13.844
17, 10.4242, 16.273, 1.426, 14.844
18, 11.5856, 17.274, 1.426, 15.845
19, 12.2303, 18.273, 1.426, 16.845
20, 13.5206, 19.272, 1.426, 17.843
21, 14.7018, 20.272, 1.426, 18.843
22, 15.1778, 21.273, 1.426, 19.845
23, 16.1056, 22.272, 1.426, 20.844
24, 16.8664, 23.272, 1.445, 21.825
25, 17.6829, 24.272, 1.445, 22.825
26, 18.4152, 25.272, 1.463, 23.807
27, 19.3945, 26.272, 1.463, 24.807
28, 19.7907, 27.273, 1.482, 25.787
29, 20.3922, 28.273, 1.482, 26.787
30, 21.9109, 29.272, 1.482, 27.787
31, 23.0492, 30.272, 1.482, 28.788
32, 24.0533, 31.272, 1.502, 29.768
