start-time,duration,end-time,type-of-collision
101.46,1.54,103.0,Agent-Human
204.64,1.54,206.18,Agent-Human
225.43,1.54,226.97,Agent-Human
260.22,1.54,261.76,Agent-Human
363.33,1.54,364.87,Agent-Human
384.12,1.54,385.66,Agent-Human
418.91,1.54,420.45,Agent-Human
