Time, Coverage (m3), Coverage (%), Free space, Occupied Space, Unmapped Space
1.92, 25.44, 0.113067, 14.552, 10.888, 22474.6
2.92, 36.856, 0.163804, 22.184, 14.672, 22463.1
2.92, 57.2, 0.254222, 36.776, 20.424, 22442.8
2.92, 70.944, 0.315307, 45.592, 25.352, 22429.1
3.89, 85.44, 0.379733, 54.248, 31.192, 22414.6
7.92, 93.616, 0.416071, 59.624, 33.992, 22406.4
7.92, 107.656, 0.478471, 70.344, 37.312, 22392.3
10.92, 123.24, 0.547733, 81.592, 41.648, 22376.8
10.92, 129.416, 0.575182, 87.128, 42.288, 22370.6
13.92, 138.264, 0.614507, 93.08, 45.184, 22361.7
13.92, 143.816, 0.639182, 96.872, 46.944, 22356.2
16.92, 146.248, 0.649991, 98.936, 47.312, 22353.8
16.92, 155.712, 0.692053, 106.184, 49.528, 22344.3
19.92, 157.536, 0.70016, 107.944, 49.592, 22342.5
19.92, 160.248, 0.712213, 109.608, 50.64, 22339.8
22.92, 166.984, 0.742151, 115.264, 51.72, 22333
22.92, 168.368, 0.748302, 116.304, 52.064, 22331.6
25.92, 170.144, 0.756196, 118.056, 52.088, 22329.9
25.92, 178.4, 0.792889, 123.656, 54.744, 22321.6
28.92, 183.424, 0.815218, 127.592, 55.832, 22316.6
28.92, 194.296, 0.863538, 134.952, 59.344, 22305.7
31.92, 200.904, 0.892907, 140.736, 60.168, 22299.1
31.92, 205.368, 0.912747, 144.624, 60.744, 22294.6
34.92, 211.48, 0.939911, 149.48, 62, 22288.5
34.92, 215.6, 0.958222, 151.96, 63.64, 22284.4
37.92, 221.912, 0.986276, 155.912, 66, 22278.1
37.92, 225.304, 1.00135, 158.432, 66.872, 22274.7
40.92, 229.248, 1.01888, 161.144, 68.104, 22270.8
40.92, 233.208, 1.03648, 164.48, 68.728, 22266.8
43.92, 236.624, 1.05166, 167.248, 69.376, 22263.4
43.92, 241.84, 1.07484, 170.92, 70.92, 22258.2
43.92, 249.056, 1.10692, 176.112, 72.944, 22250.9
45.89, 256.64, 1.14062, 181.648, 74.992, 22243.4
46.89, 263.528, 1.17124, 186.888, 76.64, 22236.5
48.89, 267.448, 1.18866, 190.008, 77.44, 22232.6
49.89, 273.936, 1.21749, 194.136, 79.8, 22226.1
51.89, 276.184, 1.22748, 196.576, 79.608, 22223.8
52.89, 284.48, 1.26436, 203.936, 80.544, 22215.5
56.92, 284.904, 1.26624, 205.288, 79.616, 22215.1
56.92, 286.224, 1.27211, 206.016, 80.208, 22213.8
57.89, 287.808, 1.27915, 207.952, 79.856, 22212.2
58.89, 290.696, 1.29198, 209.576, 81.12, 22209.3
60.89, 296.088, 1.31595, 213.928, 82.16, 22203.9
61.89, 296.6, 1.31822, 214.576, 82.024, 22203.4
63.89, 297.88, 1.32391, 215.448, 82.432, 22202.1
64.89, 301.328, 1.33924, 217.112, 84.216, 22198.7
66.89, 304.944, 1.35531, 219.336, 85.608, 22195.1
67.89, 309.448, 1.37532, 223.736, 85.712, 22190.6
69.89, 311.856, 1.38603, 226.24, 85.616, 22188.1
70.89, 313.632, 1.39392, 227.296, 86.336, 22186.4
72.89, 317.888, 1.41284, 230.256, 87.632, 22182.1
73.89, 325.52, 1.44676, 234.824, 90.696, 22174.5
75.89, 332.72, 1.47876, 240.616, 92.104, 22167.3
76.89, 335.368, 1.49052, 243.696, 91.672, 22164.6
78.89, 335.912, 1.49294, 243.96, 91.952, 22164.1
79.89, 336.592, 1.49596, 244.616, 91.976, 22163.4
83.92, 337.704, 1.50091, 244.96, 92.744, 22162.3
83.92, 346.608, 1.54048, 250.64, 95.968, 22153.4
