Time, Coverage (m3), Coverage (%), Free space, Occupied Space, Unmapped Space
1.87, 77.04, 0.3424, 63.96, 13.08, 22423
27.87, 139.152, 0.618453, 111.512, 27.64, 22360.8
61.87, 246.2, 1.09422, 202.408, 43.792, 22253.8
90.87, 336.64, 1.49618, 280.768, 55.872, 22163.4
122.87, 449.016, 1.99563, 387.84, 61.176, 22051
158.87, 494.88, 2.19947, 431.136, 63.744, 22005.1
190.87, 612.032, 2.72014, 537.16, 74.872, 21888
220.87, 701.696, 3.11865, 617.264, 84.432, 21798.3
252.87, 796.28, 3.53902, 704.776, 91.504, 21703.7
284.87, 852.952, 3.7909, 756.992, 95.96, 21647
319.87, 894.496, 3.97554, 797.976, 96.52, 21605.5
349.87, 978.944, 4.35086, 879.064, 99.88, 21521.1
382.87, 1057.26, 4.69892, 957.176, 100.08, 21442.7
415.87, 1145.42, 5.09074, 1035.58, 109.84, 21354.6
450.87, 1218.5, 5.41554, 1095.47, 123.024, 21281.5
482.87, 1277.66, 5.67847, 1146.66, 131, 21222.3
513.87, 1292.64, 5.74507, 1161.52, 131.12, 21207.4
548.87, 1378.64, 6.12729, 1248.14, 130.504, 21121.4
581.87, 1552.28, 6.89902, 1417.18, 135.096, 20947.7
611.87, 1656.36, 7.3616, 1519.41, 136.952, 20843.6
645.87, 1773.42, 7.88188, 1637.02, 136.4, 20726.6
681.87, 1985.33, 8.82368, 1830.93, 154.4, 20514.7
712.87, 2134.49, 9.48661, 1963.72, 170.768, 20365.5
746.87, 2279.78, 10.1324, 2091.21, 188.576, 20220.2
782.87, 2403.37, 10.6816, 2209.02, 194.344, 20096.6
813.87, 2496.69, 11.0964, 2295.69, 201, 20003.3
847.87, 2583.16, 11.4807, 2372.84, 210.32, 19916.8
880.87, 2658.48, 11.8155, 2435.85, 222.632, 19841.5
914.87, 2792.82, 12.4125, 2558.85, 233.968, 19707.2
947.87, 2822.01, 12.5423, 2590.58, 231.432, 19678
981.87, 2867.76, 12.7456, 2634.89, 232.872, 19632.2
1018.87, 2893.3, 12.8591, 2662.26, 231.032, 19606.7
1049.87, 2940.67, 13.0697, 2706.06, 234.616, 19559.3
1083.87, 3018.73, 13.4166, 2781.4, 237.328, 19481.3
1117.87, 3057.72, 13.5899, 2820.18, 237.536, 19442.3
1151.87, 3096.14, 13.7606, 2857.1, 239.04, 19403.9
1188.87, 3141.54, 13.9624, 2902.56, 238.976, 19358.5
1222.87, 3177.02, 14.1201, 2937.78, 239.232, 19323
1256.87, 3189.48, 14.1755, 2952.8, 236.68, 19310.5
1290.87, 3218.33, 14.3037, 2980.22, 238.112, 19281.7
1324.87, 3273.83, 14.5504, 3035.07, 238.76, 19226.2
1358.87, 3312.8, 14.7236, 3071.69, 241.112, 19187.2
1389.87, 3331.78, 14.8079, 3090.45, 241.336, 19168.2
1426.87, 3360.83, 14.937, 3119.46, 241.368, 19139.2
1457.87, 3372.13, 14.9872, 3130.46, 241.672, 19127.9
1491.87, 3376.26, 15.0056, 3134.61, 241.656, 19123.7
1525.87, 3390.37, 15.0683, 3148.19, 242.176, 19109.6
1559.87, 3430.48, 15.2466, 3187.28, 243.2, 19069.5
1595.87, 3475.97, 15.4487, 3228.58, 247.384, 19024
1627.87, 3495.81, 15.5369, 3247.68, 248.128, 19004.2
1661.87, 3537.23, 15.721, 3287.27, 249.96, 18962.8
1695.87, 3539.02, 15.729, 3290.23, 248.784, 18961
1729.87, 3542.38, 15.7439, 3293.98, 248.392, 18957.6
1763.87, 3551.34, 15.7837, 3301.56, 249.776, 18948.7
1800.87, 3587.77, 15.9456, 3335.57, 252.2, 18912.2
1834.87, 3616.51, 16.0734, 3364.32, 252.192, 18883.5
1866.87, 3632.64, 16.1451, 3380.85, 251.792, 18867.4
