start-time,duration,end-time,type-of-collision
478.71,0.28000000000000003,478.99,Agent-Human
523.73,0.20999999999999999,523.94,Agent-Human
725.285,0.41999999999999998,725.705,Agent-Human
909.12,0.20999999999999999,909.33,Agent-Human
910.87,0.34999999999999998,911.22,Agent-Human
