Iteration, Path length, Time, Planning, Flying
1, 0.0258968, 0.97, 0.75, 0.2
2, 0.401684, 1.97, 0.75, 1.2
3, 0.701333, 2.97, 0.75, 2.2
4, 0.832662, 3.97, 1.45, 2.5
5, 0.847984, 4.97, 2.37, 2.58
6, 1.66169, 5.97, 2.37, 3.58
7, 3.12834, 6.97, 2.37, 4.58
8, 4.29048, 7.97, 2.37, 5.58
9, 4.9612, 8.97, 2.37, 6.58
10, 5.69031, 9.97, 2.37, 7.58
11, 6.36513, 10.97, 2.37, 8.58
12, 7.32512, 11.97, 2.37, 9.58
13, 8.01465, 12.97, 2.39, 10.56
14, 8.94474, 13.97, 2.39, 11.56
15, 10.0645, 14.97, 2.39, 12.56
16, 10.7052, 15.97, 2.39, 13.56
17, 11.3338, 16.97, 2.39, 14.56
18, 12.266, 17.97, 2.39, 15.56
19, 13.3037, 18.97, 2.39, 16.56
20, 14.2474, 19.97, 2.39, 17.56
21, 15.2927, 20.97, 2.39, 18.56
22, 16.0069, 21.97, 2.39, 19.56
23, 17.2087, 22.97, 2.41, 20.545
24, 18.2573, 23.97, 2.425, 21.525
25, 19.4175, 24.97, 2.425, 22.525
26, 19.9103, 25.97, 2.425, 23.525
27, 20.8571, 26.97, 2.425, 24.525
28, 22.019, 27.97, 2.425, 25.525
29, 22.9436, 28.97, 2.425, 26.525
30, 23.8998, 29.97, 2.645, 27.305
31, 24.2045, 30.97, 3.215, 27.735
32, 24.6797, 31.97, 3.295, 28.66
33, 25.7901, 32.97, 3.33, 29.62
34, 25.9684, 33.97, 3.885, 30.065
35, 26.3853, 34.97, 3.9, 31.05
36, 27.0827, 35.97, 3.92, 32.03
37, 28.2111, 36.97, 3.93, 33.02
38, 28.2367, 37.97, 4.69, 33.26
39, 28.3494, 38.97, 5.245, 33.705
40, 28.4589, 39.97, 5.74, 34.21
41, 28.4683, 40.97, 6.7, 34.25
42, 28.5762, 41.97, 7.17, 34.785
43, 28.7693, 42.97, 7.52, 35.43
44, 29.6375, 43.97, 7.535, 36.42
45, 30.1102, 44.97, 8.02, 36.93
46, 30.3587, 45.97, 8.075, 37.875
47, 30.8652, 46.97, 8.075, 38.875
48, 31.2842, 47.97, 8.215, 39.735
49, 31.5847, 48.97, 8.235, 40.715
50, 32.2415, 49.97, 8.52, 41.435
51, 32.3843, 50.97, 8.67, 42.28
52, 33.2348, 51.97, 8.67, 43.28
53, 34.1685, 52.97, 8.67, 44.285
54, 34.4757, 53.97, 8.685, 45.265
55, 34.5381, 54.97, 9.385, 45.57
56, 34.7868, 55.97, 9.85, 46.1
57, 36.0193, 56.97, 9.85, 47.1
58, 36.8716, 57.97, 9.85, 48.1
59, 37.8193, 58.97, 9.85, 49.1
60, 38.7143, 59.97, 9.875, 50.075
61, 39.5798, 60.97, 9.885, 51.065
62, 40.0318, 61.97, 9.885, 52.065
63, 41.0109, 62.97, 9.92, 53.03
64, 41.9229, 63.97, 9.92, 54.03
65, 42.9936, 64.97, 9.94, 55.01
66, 43.8169, 65.97, 9.94, 56.01
67, 44.6659, 66.97, 9.94, 57.015
68, 45.6784, 67.97, 9.965, 57.985
69, 46.3398, 68.97, 9.965, 58.99
70, 47.5849, 69.97, 10.01, 59.945
71, 48.4894, 70.97, 10.05, 60.905
72, 49.0806, 71.97, 10.05, 61.905
73, 49.7972, 72.97, 10.075, 62.875
74, 51.0237, 73.97, 10.075, 63.875
75, 51.4855, 74.97, 10.09, 64.86
76, 52.3813, 75.97, 10.09, 65.865
